0.008500,0.000000
0.058500,0.000070
0.108500,0.000219
0.158500,0.000349
0.208499,0.000469
0.258499,0.000580
0.308499,0.000685
0.358499,0.000782
0.408499,0.000873
0.458499,0.000957
0.508499,0.001037
0.558499,0.001110
0.608499,0.001179
0.658499,0.001244
0.708499,0.001304
0.758499,0.001360
0.808499,0.001412
0.858499,0.001461
0.908499,0.001506
0.958499,0.001548
1.008499,0.001587
1.058499,0.001624
1.108499,0.001659
1.158498,0.001691
1.208498,0.001722
1.258498,0.001751
1.308498,0.001778
1.358498,0.001804
1.408498,0.001829
1.458498,0.001852
1.508498,0.001874
1.558498,0.001894
1.608498,0.001913
1.658498,0.001931
1.708498,0.001948
1.758498,0.001963
1.808498,0.001979
1.858498,0.001994
1.908498,0.002008
1.958498,0.002020
2.008498,0.002033
2.058498,0.002046
2.108498,0.002057
2.158498,0.002068
2.208498,0.002078
2.258498,0.002088
2.308498,0.002098
2.358498,0.002107
2.408498,0.002115
2.458498,0.002123
2.508498,0.002130
2.558498,0.002137
2.608498,0.002143
2.658498,0.002149
2.708498,0.002154
2.758498,0.002159
2.808498,0.002165
2.858498,0.002170
2.908498,0.002176
2.958498,0.002181
3.008498,0.002187
3.058498,0.002193
3.108498,0.002198
3.158498,0.002204
3.208498,0.002208
3.258498,0.002214
3.308498,0.002219
3.358498,0.002223
3.408498,0.002227
3.458498,0.002232
3.508498,0.002236
3.558498,0.002240
3.608498,0.002244
3.657745,0.002249
3.702308,0.002253
3.741373,0.002258
3.775225,0.002263
3.804581,0.002267
3.830477,0.002271
3.852906,0.002274
3.872288,0.002277
3.889087,0.002279
3.903627,0.002281
3.916200,0.002283
3.927150,0.002285
3.936782,0.002286
3.945205,0.002287
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951277,0.002288
3.951420,0.010787
3.952306,0.060779
3.953128,0.110772
3.953934,0.160766
3.954729,0.210759
3.955511,0.260753
3.956280,0.310747
3.957037,0.360742
3.957785,0.410736
3.958522,0.460731
3.959249,0.510725
3.959969,0.560720
3.960681,0.610715
3.961385,0.660710
3.962083,0.710705
3.962774,0.760700
3.963459,0.810696
3.964140,0.860691
3.964816,0.910686
3.965487,0.960682
3.966155,1.010678
3.966818,1.060673
3.967477,1.110669
3.968132,1.160665
3.968784,1.210660
3.969434,1.260656
3.970080,1.310652
3.970723,1.360648
3.971364,1.410644
3.972003,1.460640
3.972639,1.510635
3.973273,1.560631
3.973905,1.610627
3.974536,1.660623
3.975165,1.710620
3.975793,1.760616
3.976419,1.810612
3.977044,1.860608
3.977667,1.910604
3.978289,1.960600
3.978910,2.010596
3.979530,2.060592
3.980148,2.110588
3.980766,2.160585
3.981382,2.210581
3.981999,2.260577
3.982615,2.310573
3.983229,2.360569
3.983843,2.410566
3.984457,2.460562
3.985071,2.510558
3.985685,2.560554
3.986298,2.610551
3.986911,2.660547
3.987523,2.710543
3.988135,2.760539
3.988747,2.810536
3.989358,2.860532
3.989969,2.910528
3.990579,2.960524
3.991189,3.010521
3.991799,3.060517
3.992409,3.110513
3.993018,3.160510
3.993627,3.210506
3.994236,3.260502
3.994845,3.310498
3.995454,3.360495
3.996062,3.410491
3.996671,3.460487
3.997279,3.510484
3.997886,3.560480
3.998493,3.610476
3.999092,3.659775
3.999634,3.704506
4.000102,3.743154
4.000514,3.777246
4.000868,3.806614
4.001174,3.831959
4.001439,3.853933
4.001672,3.873324
4.001873,3.890026
4.002048,3.904530
4.002197,3.916962
4.002328,3.927800
4.002443,3.937332
4.002543,3.945622
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
4.002617,3.951740
3.994118,3.951882
3.944126,3.952770
3.894133,3.953597
3.844140,3.954406
3.794146,3.955205
3.744152,3.955989
3.694158,3.956760
3.644164,3.957519
3.594169,3.958268
3.544175,3.959006
3.494180,3.959733
3.444185,3.960453
3.394190,3.961164
3.344195,3.961869
3.294200,3.962566
3.244205,3.963257
3.194210,3.963942
3.144214,3.964621
3.094219,3.965294
3.044223,3.965963
2.994228,3.966627
2.944232,3.967287
2.894236,3.967943
2.844241,3.968594
2.794245,3.969242
2.744249,3.969887
2.694253,3.970528
2.644257,3.971166
2.594261,3.971803
2.544265,3.972436
2.494269,3.973067
2.444273,3.973696
2.394277,3.974323
2.344281,3.974948
2.294285,3.975571
2.244289,3.976193
2.194293,3.976813
2.144296,3.977431
2.094300,3.978048
2.044304,3.978663
1.994308,3.979278
1.944312,3.979892
